epiweek,year,week,season,state_fips,state_abbr,state_name,wili,ili,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,release_date,issue
202446,2024,46,2024/2025,-1,nat,nat,2.6917,2.57543,69293,2690545,4273,16289,24586,,16715,6144,5559,2025-09-26,202538
202447,2024,47,2024/2025,-1,nat,nat,2.88949,2.78848,75862,2720548,4237,18034,27250,,18031,6684,5863,2025-09-26,202538
202448,2024,48,2024/2025,-1,nat,nat,3.18283,3.12363,73943,2367211,4252,19868,23723,,17397,6559,6396,2025-09-26,202538
202449,2024,49,2024/2025,-1,nat,nat,3.318,3.24407,87437,2695286,4252,19972,27032,,22750,8830,8853,2025-09-26,202538
202450,2024,50,2024/2025,-1,nat,nat,3.78793,3.6863,100758,2733307,4251,22152,33756,,25094,9921,9835,2025-09-26,202538
202451,2024,51,2024/2025,-1,nat,nat,4.94489,4.80631,133012,2767445,4221,28860,45537,,33712,12696,12207,2025-09-26,202538
202452,2024,52,2024/2025,-1,nat,nat,6.74349,6.66381,167411,2512241,4217,37435,48174,,44780,18423,18599,2025-09-26,202538
202501,2025,1,2024/2025,-1,nat,nat,6.25398,6.16668,164458,2666881,4247,33451,37513,,48596,21824,23074,2025-09-26,202538
202502,2025,2,2024/2025,-1,nat,nat,5.30512,5.29401,139494,2634939,4243,23592,35821,,42897,19312,17872,2025-09-26,202538
202503,2025,3,2024/2025,-1,nat,nat,5.74558,5.69117,156729,2753898,4258,26014,50231,,44103,19130,17251,2025-09-26,202538
202504,2025,4,2024/2025,-1,nat,nat,6.98693,6.85658,179704,2620898,4263,30197,59340,,51025,21132,18010,2025-09-26,202538
202505,2025,5,2024/2025,-1,nat,nat,7.79904,7.42564,214618,2890229,4260,32917,72394,,59976,26106,23225,2025-09-26,202538
202506,2025,6,2024/2025,-1,nat,nat,7.84378,7.70557,222652,2889494,4250,35164,76137,,59740,26664,24947,2025-09-26,202538
202507,2025,7,2024/2025,-1,nat,nat,6.93692,7.05953,192807,2731160,4258,29512,62336,,52696,24317,23946,2025-09-26,202538
202508,2025,8,2024/2025,-1,nat,nat,5.90072,6.01799,156808,2605653,4245,24727,46519,,44764,20323,20475,2025-09-26,202538
202509,2025,9,2024/2025,-1,nat,nat,4.87406,4.83865,133099,2750746,4242,20599,39077,,37605,17523,18295,2025-09-26,202538
202510,2025,10,2024/2025,-1,nat,nat,4.26679,4.26517,114116,2675535,4237,18328,35647,,31463,14139,14539,2025-09-26,202538
202511,2025,11,2024/2025,-1,nat,nat,3.81006,3.86406,103496,2678425,4218,17084,32943,,28417,12435,12617,2025-09-26,202538
202512,2025,12,2024/2025,-1,nat,nat,3.25232,3.30602,87568,2648741,4204,15049,28068,,24061,9986,10404,2025-09-26,202538
202513,2025,13,2024/2025,-1,nat,nat,2.89999,2.95371,77150,2611965,4214,13724,25244,,21395,8344,8443,2025-09-26,202538
202514,2025,14,2024/2025,-1,nat,nat,2.56142,2.59783,66660,2565984,4199,12006,21715,,18536,7274,7129,2025-09-26,202538
202515,2025,15,2024/2025,-1,nat,nat,2.41001,2.37447,61038,2570597,4211,11713,19889,,16617,6434,6385,2025-09-26,202538
202516,2025,16,2024/2025,-1,nat,nat,2.26907,2.21028,56733,2566784,4200,11244,17804,,15597,5951,6137,2025-09-26,202538
202517,2025,17,2024/2025,-1,nat,nat,2.16609,2.09415,54670,2610608,4194,11075,16556,,15191,5780,6068,2025-09-26,202538
202518,2025,18,2024/2025,-1,nat,nat,1.99847,1.94426,50018,2572600,4141,10308,15626,,13307,5187,5590,2025-09-26,202538
202519,2025,19,2024/2025,-1,nat,nat,1.89628,1.83378,47453,2587717,4166,9846,14998,,12410,4982,5217,2025-09-26,202538
202520,2025,20,2024/2025,-1,nat,nat,1.86362,1.79185,46482,2594072,4152,10008,14655,,12011,4824,4984,2025-09-26,202538
202521,2025,21,2024/2025,-1,nat,nat,1.81452,1.75407,44911,2560391,4116,9721,13736,,11746,4728,4980,2025-09-26,202538
202522,2025,22,2024/2025,-1,nat,nat,1.82848,1.76618,43278,2450379,4122,9650,12226,,11635,4741,5026,2025-09-26,202538
202523,2025,23,2024/2025,-1,nat,nat,1.60298,1.55989,38970,2498253,3998,8223,10157,,11089,4565,4936,2025-09-26,202538
202524,2025,24,2024/2025,-1,nat,nat,1.4048,1.38371,34334,2481307,4103,7505,8516,,9738,4180,4395,2025-09-26,202538
202525,2025,25,2024/2025,-1,nat,nat,1.31933,1.28319,31387,2446010,4099,6472,7609,,9067,3920,4319,2025-09-26,202538
202526,2025,26,2024/2025,-1,nat,nat,1.17791,1.16189,28764,2475613,4089,5977,6912,,8278,3663,3934,2025-09-26,202538
202527,2025,27,2024/2025,-1,nat,nat,1.10483,1.08488,25455,2346349,4086,5109,6173,,7365,3197,3611,2025-09-26,202538
202528,2025,28,2024/2025,-1,nat,nat,1.15324,1.05419,26272,2492152,4037,5071,6338,,7904,3298,3661,2025-09-26,202538
202529,2025,29,2024/2025,-1,nat,nat,1.05532,1.00911,24695,2447212,4037,4495,5927,,7489,3252,3532,2025-09-26,202538
202530,2025,30,2024/2025,-1,nat,nat,1.03084,1.00283,25043,2497232,4056,4647,6095,,7822,3121,3358,2025-09-26,202538
202531,2025,31,2024/2025,-1,nat,nat,1.05587,1.01944,25097,2461852,3991,4529,6130,,7816,3182,3440,2025-09-26,202538
202532,2025,32,2024/2025,-1,nat,nat,1.14899,1.10167,27183,2467428,4058,4826,6738,,8490,3436,3693,2025-09-26,202538
202533,2025,33,2024/2025,-1,nat,nat,1.21036,1.1551,29078,2517355,3986,4945,7788,,8962,3625,3758,2025-09-26,202538
202534,2025,34,2024/2025,-1,nat,nat,1.443,1.41465,34356,2428586,3961,5908,10521,,10083,3859,3985,2025-09-26,202538
202535,2025,35,2024/2025,-1,nat,nat,1.78127,1.65885,40669,2451641,3886,6858,13204,,11664,4424,4519,2025-09-26,202538
202536,2025,36,2024/2025,-1,nat,nat,1.78106,1.68873,41201,2439763,3950,7221,12475,,12029,4657,4819,2025-09-26,202538
202537,2025,37,2024/2025,-1,nat,nat,1.73451,1.65694,41081,2479323,3907,7014,12618,,11992,4662,4795,2025-09-26,202538
202538,2025,38,2024/2025,-1,nat,nat,1.67932,1.61115,40402,2507657,3893,7384,12617,,11362,4398,4641,2025-09-26,202538
202101,2021,1,2020/2021,1,AL,Alabama,1.48634,1.48634,616,41444,94,,,,,,,2022-10-07,202239
202102,2021,2,2020/2021,1,AL,Alabama,1.30685,1.30685,502,38413,94,,,,,,,2022-10-07,202239
202103,2021,3,2020/2021,1,AL,Alabama,1.11555,1.11555,438,39263,94,,,,,,,2022-10-07,202239
202104,2021,4,2020/2021,1,AL,Alabama,1.31458,1.31458,515,39176,92,,,,,,,2022-10-07,202239
202105,2021,5,2020/2021,1,AL,Alabama,1.37337,1.37337,521,37936,94,,,,,,,2022-10-07,202239
202106,2021,6,2020/2021,1,AL,Alabama,1.27459,1.27459,482,37816,94,,,,,,,2022-10-07,202239
202107,2021,7,2020/2021,1,AL,Alabama,0.948261,0.948261,320,33746,92,,,,,,,2022-10-07,202239
202108,2021,8,2020/2021,1,AL,Alabama,1.0061,1.0061,391,38863,94,,,,,,,2022-10-07,202239
202109,2021,9,2020/2021,1,AL,Alabama,0.922419,0.922419,341,36968,94,,,,,,,2022-10-07,202239
202110,2021,10,2020/2021,1,AL,Alabama,0.991837,0.991837,373,37607,93,,,,,,,2022-10-07,202239
202111,2021,11,2020/2021,1,AL,Alabama,0.977696,0.977696,352,36003,94,,,,,,,2022-10-07,202239
202112,2021,12,2020/2021,1,AL,Alabama,1.01133,1.01133,382,37772,93,,,,,,,2022-10-07,202239
202113,2021,13,2020/2021,1,AL,Alabama,0.86463,0.86463,326,37704,93,,,,,,,2022-10-07,202239
202114,2021,14,2020/2021,1,AL,Alabama,1.09112,1.09112,439,40234,93,,,,,,,2022-10-07,202239
202115,2021,15,2020/2021,1,AL,Alabama,1.14724,1.14724,464,40445,92,,,,,,,2022-10-07,202239
202116,2021,16,2020/2021,1,AL,Alabama,1.2795,1.2795,534,41735,94,,,,,,,2022-10-07,202239
202117,2021,17,2020/2021,1,AL,Alabama,1.42807,1.42807,612,42855,94,,,,,,,2022-10-07,202239
202118,2021,18,2020/2021,1,AL,Alabama,1.60701,1.60701,673,41879,94,,,,,,,2022-10-07,202239
202119,2021,19,2020/2021,1,AL,Alabama,1.66154,1.66154,692,41648,94,,,,,,,2022-10-07,202239
202120,2021,20,2020/2021,1,AL,Alabama,1.51433,1.51433,640,42263,93,,,,,,,2022-10-07,202239
202121,2021,21,2020/2021,1,AL,Alabama,1.45723,1.45723,587,40282,94,,,,,,,2022-10-07,202239
202122,2021,22,2020/2021,1,AL,Alabama,1.40336,1.40336,540,38479,94,,,,,,,2022-10-07,202239
202123,2021,23,2020/2021,1,AL,Alabama,1.27709,1.27709,498,38995,94,,,,,,,2022-10-07,202239
202124,2021,24,2020/2021,1,AL,Alabama,1.04312,1.04312,412,39497,93,,,,,,,2022-10-07,202239
202125,2021,25,2020/2021,1,AL,Alabama,1.11769,1.11769,432,38651,93,,,,,,,2022-10-07,202239
202126,2021,26,2020/2021,1,AL,Alabama,1.17794,1.17794,452,38372,93,,,,,,,2022-10-07,202239
202127,2021,27,2020/2021,1,AL,Alabama,1.1695,1.1695,460,39333,93,,,,,,,2022-10-07,202239
202128,2021,28,2020/2021,1,AL,Alabama,1.38504,1.38504,555,40071,93,,,,,,,2022-10-07,202239
202129,2021,29,2020/2021,1,AL,Alabama,1.64167,1.64167,694,42274,93,,,,,,,2022-10-07,202239
202130,2021,30,2020/2021,1,AL,Alabama,1.66756,1.66756,778,46655,93,,,,,,,2022-10-07,202239
202131,2021,31,2020/2021,1,AL,Alabama,1.9494,1.9494,917,47040,93,,,,,,,2022-10-07,202239
202132,2021,32,2020/2021,1,AL,Alabama,1.90421,1.90421,928,48734,92,,,,,,,2022-10-07,202239
202133,2021,33,2020/2021,1,AL,Alabama,2.16364,2.16364,1058,48899,93,,,,,,,2022-10-07,202239
202134,2021,34,2020/2021,1,AL,Alabama,2.64229,2.64229,1324,50108,92,,,,,,,2022-10-07,202239
202135,2021,35,2020/2021,1,AL,Alabama,2.38914,2.38914,1112,46544,93,,,,,,,2022-10-07,202239
202136,2021,36,2020/2021,1,AL,Alabama,2.15564,2.15564,967,44859,93,,,,,,,2022-10-07,202239
202137,2021,37,2020/2021,1,AL,Alabama,1.65406,1.65406,704,42562,93,,,,,,,2022-10-07,202239
202138,2021,38,2020/2021,1,AL,Alabama,1.63054,1.63054,659,40416,92,,,,,,,2022-10-07,202239
202139,2021,39,2020/2021,1,AL,Alabama,1.72235,1.72235,699,40584,93,,,,,,,2022-10-07,202239
202140,2021,40,2021/2022,1,AL,Alabama,1.62021,1.62021,765,47216,107,,,,,,,2023-10-06,202339
202141,2021,41,2021/2022,1,AL,Alabama,1.55095,1.55095,743,47906,108,,,,,,,2023-10-06,202339
202142,2021,42,2021/2022,1,AL,Alabama,1.62996,1.62996,772,47363,109,,,,,,,2023-10-06,202339
202143,2021,43,2021/2022,1,AL,Alabama,1.73286,1.73286,767,44262,97,,,,,,,2023-10-06,202339
202144,2021,44,2021/2022,1,AL,Alabama,1.87946,1.87946,856,45545,100,,,,,,,2023-10-06,202339
202145,2021,45,2021/2022,1,AL,Alabama,2.29406,2.29406,997,43460,99,,,,,,,2023-10-06,202339
202146,2021,46,2021/2022,1,AL,Alabama,2.47611,2.47611,1184,47817,101,,,,,,,2023-10-06,202339
202147,2021,47,2021/2022,1,AL,Alabama,2.54058,2.54058,1011,39794,94,,,,,,,2023-10-06,202339
202148,2021,48,2021/2022,1,AL,Alabama,2.4477,2.4477,1321,53969,110,,,,,,,2023-10-06,202339
202149,2021,49,2021/2022,1,AL,Alabama,2.93129,2.93129,1518,51786,109,,,,,,,2023-10-06,202339
202150,2021,50,2021/2022,1,AL,Alabama,3.24416,3.24416,1671,51508,109,,,,,,,2023-10-06,202339
202151,2021,51,2021/2022,1,AL,Alabama,3.98073,3.98073,2033,51071,108,,,,,,,2023-10-06,202339
202152,2021,52,2021/2022,1,AL,Alabama,5.45509,5.45509,3445,63152,110,,,,,,,2023-10-06,202339
202201,2022,1,2021/2022,1,AL,Alabama,4.4279,4.4279,2712,61248,107,,,,,,,2023-10-06,202339
202202,2022,2,2021/2022,1,AL,Alabama,4.10157,4.10157,2410,58758,107,,,,,,,2023-10-06,202339
202203,2022,3,2021/2022,1,AL,Alabama,3.41391,3.41391,1795,52579,109,,,,,,,2023-10-06,202339
202204,2022,4,2021/2022,1,AL,Alabama,2.50952,2.50952,1213,48336,107,,,,,,,2023-10-06,202339
202205,2022,5,2021/2022,1,AL,Alabama,2.00159,2.00159,756,37770,100,,,,,,,2023-10-06,202339
202206,2022,6,2021/2022,1,AL,Alabama,1.32114,1.32114,686,51925,108,,,,,,,2023-10-06,202339
202207,2022,7,2021/2022,1,AL,Alabama,1.57621,1.57621,706,44791,109,,,,,,,2023-10-06,202339
202208,2022,8,2021/2022,1,AL,Alabama,1.43003,1.43003,646,45174,108,,,,,,,2023-10-06,202339
202209,2022,9,2021/2022,1,AL,Alabama,1.40172,1.40172,610,43518,107,,,,,,,2023-10-06,202339
202210,2022,10,2021/2022,1,AL,Alabama,1.49013,1.49013,656,44023,109,,,,,,,2023-10-06,202339
202211,2022,11,2021/2022,1,AL,Alabama,1.35817,1.35817,606,44619,108,,,,,,,2023-10-06,202339
202212,2022,12,2021/2022,1,AL,Alabama,1.49064,1.49064,644,43203,107,,,,,,,2023-10-06,202339
202213,2022,13,2021/2022,1,AL,Alabama,1.28148,1.28148,572,44636,105,,,,,,,2023-10-06,202339
202214,2022,14,2021/2022,1,AL,Alabama,1.20118,1.20118,541,45039,104,,,,,,,2023-10-06,202339
202215,2022,15,2021/2022,1,AL,Alabama,1.43505,1.43505,646,45016,108,,,,,,,2023-10-06,202339
202216,2022,16,2021/2022,1,AL,Alabama,1.54888,1.54888,707,45646,108,,,,,,,2023-10-06,202339
202217,2022,17,2021/2022,1,AL,Alabama,1.46884,1.46884,704,47929,108,,,,,,,2023-10-06,202339
202218,2022,18,2021/2022,1,AL,Alabama,1.54013,1.54013,739,47983,108,,,,,,,2023-10-06,202339
202219,2022,19,2021/2022,1,AL,Alabama,1.56359,1.56359,762,48734,109,,,,,,,2023-10-06,202339
202220,2022,20,2021/2022,1,AL,Alabama,1.42276,1.42276,703,49411,109,,,,,,,2023-10-06,202339
202221,2022,21,2021/2022,1,AL,Alabama,1.4815,1.4815,719,48532,105,,,,,,,2023-10-06,202339
202222,2022,22,2021/2022,1,AL,Alabama,1.39517,1.39517,642,46016,93,,,,,,,2023-10-06,202339
202223,2022,23,2021/2022,1,AL,Alabama,1.30708,1.30708,650,49729,104,,,,,,,2023-10-06,202339
202224,2022,24,2021/2022,1,AL,Alabama,1.39994,1.39994,704,50288,107,,,,,,,2023-10-06,202339
202225,2022,25,2021/2022,1,AL,Alabama,1.50326,1.50326,743,49426,105,,,,,,,2023-10-06,202339
202226,2022,26,2021/2022,1,AL,Alabama,1.59725,1.59725,795,49773,106,,,,,,,2023-10-06,202339
202227,2022,27,2021/2022,1,AL,Alabama,1.7191,1.7191,876,50957,105,,,,,,,2023-10-06,202339
202228,2022,28,2021/2022,1,AL,Alabama,1.77548,1.77548,861,48494,100,,,,,,,2023-10-06,202339
202229,2022,29,2021/2022,1,AL,Alabama,1.39829,1.39829,791,56569,103,,,,,,,2023-10-06,202339
202230,2022,30,2021/2022,1,AL,Alabama,1.52364,1.52364,827,54278,102,,,,,,,2023-10-06,202339
202231,2022,31,2021/2022,1,AL,Alabama,1.39767,1.39767,774,55378,104,,,,,,,2023-10-06,202339
202232,2022,32,2021/2022,1,AL,Alabama,1.4782,1.4782,791,53511,104,,,,,,,2023-10-06,202339
202233,2022,33,2021/2022,1,AL,Alabama,1.69216,1.69216,979,57855,105,,,,,,,2023-10-06,202339
202234,2022,34,2021/2022,1,AL,Alabama,2.21621,2.21621,1277,57621,105,,,,,,,2023-10-06,202339
202235,2022,35,2021/2022,1,AL,Alabama,2.05748,2.05748,1207,58664,105,,,,,,,2023-10-06,202339
202236,2022,36,2021/2022,1,AL,Alabama,2.03738,2.03738,1139,55905,105,,,,,,,2023-10-06,202339
202237,2022,37,2021/2022,1,AL,Alabama,1.79099,1.79099,1055,58906,107,,,,,,,2023-10-06,202339
202238,2022,38,2021/2022,1,AL,Alabama,1.9431,1.9431,1142,58772,107,,,,,,,2023-10-06,202339
202239,2022,39,2021/2022,1,AL,Alabama,2.38387,2.38387,1302,54617,97,,,,,,,2023-10-06,202339
202240,2022,40,2022/2023,1,AL,Alabama,3.04534,3.04534,1436,47154,105,,,,,,,2024-10-04,202439
202241,2022,41,2022/2023,1,AL,Alabama,4.09508,4.09508,2324,56751,108,,,,,,,2024-10-04,202439
202242,2022,42,2022/2023,1,AL,Alabama,5.4292,5.4292,2831,52144,105,,,,,,,2024-10-04,202439
202243,2022,43,2022/2023,1,AL,Alabama,10.2737,10.2737,5912,57545,107,,,,,,,2024-10-04,202439
202244,2022,44,2022/2023,1,AL,Alabama,11.5412,11.5412,6688,57949,106,,,,,,,2024-10-04,202439
202245,2022,45,2022/2023,1,AL,Alabama,8.55034,8.55034,4298,50267,108,,,,,,,2024-10-04,202439
202246,2022,46,2022/2023,1,AL,Alabama,6.9431,6.9431,3369,48523,108,,,,,,,2024-10-04,202439
202247,2022,47,2022/2023,1,AL,Alabama,7.48371,7.48371,3400,45432,104,,,,,,,2024-10-04,202439
202248,2022,48,2022/2023,1,AL,Alabama,6.18675,6.18675,3240,52370,108,,,,,,,2024-10-04,202439
202249,2022,49,2022/2023,1,AL,Alabama,4.65066,4.65066,2343,50380,107,,,,,,,2024-10-04,202439
202250,2022,50,2022/2023,1,AL,Alabama,4.16466,4.16466,1902,45670,107,,,,,,,2024-10-04,202439
202251,2022,51,2022/2023,1,AL,Alabama,3.98366,3.98366,1707,42850,104,,,,,,,2024-10-04,202439
202252,2022,52,2022/2023,1,AL,Alabama,4.22199,4.22199,1946,46092,105,,,,,,,2024-10-04,202439
202301,2023,1,2022/2023,1,AL,Alabama,3.41889,3.41889,1681,49168,103,,,,,,,2024-10-04,202439
202302,2023,2,2022/2023,1,AL,Alabama,2.64606,2.64606,1250,47240,106,,,,,,,2024-10-04,202439
202303,2023,3,2022/2023,1,AL,Alabama,2.43721,2.43721,1147,47062,103,,,,,,,2024-10-04,202439
202304,2023,4,2022/2023,1,AL,Alabama,2.92505,2.92505,1334,45606,101,,,,,,,2024-10-04,202439
202305,2023,5,2022/2023,1,AL,Alabama,2.7485,2.7485,1335,48572,106,,,,,,,2024-10-04,202439
202306,2023,6,2022/2023,1,AL,Alabama,2.69995,2.69995,1350,50001,106,,,,,,,2024-10-04,202439
202307,2023,7,2022/2023,1,AL,Alabama,2.57543,2.57543,1253,48652,107,,,,,,,2024-10-04,202439
202308,2023,8,2022/2023,1,AL,Alabama,2.32132,2.32132,1128,48593,105,,,,,,,2024-10-04,202439
202309,2023,9,2022/2023,1,AL,Alabama,1.96316,1.96316,841,42839,105,,,,,,,2024-10-04,202439
202310,2023,10,2022/2023,1,AL,Alabama,1.88344,1.88344,891,47307,105,,,,,,,2024-10-04,202439
202311,2023,11,2022/2023,1,AL,Alabama,1.89721,1.89721,873,46015,105,,,,,,,2024-10-04,202439
202312,2023,12,2022/2023,1,AL,Alabama,1.88851,1.88851,894,47339,104,,,,,,,2024-10-04,202439
202313,2023,13,2022/2023,1,AL,Alabama,1.68047,1.68047,783,46594,106,,,,,,,2024-10-04,202439
202314,2023,14,2022/2023,1,AL,Alabama,1.51119,1.51119,706,46718,106,,,,,,,2024-10-04,202439
202315,2023,15,2022/2023,1,AL,Alabama,1.60424,1.60424,750,46751,104,,,,,,,2024-10-04,202439
202316,2023,16,2022/2023,1,AL,Alabama,1.62293,1.62293,770,47445,104,,,,,,,2024-10-04,202439
202317,2023,17,2022/2023,1,AL,Alabama,1.66402,1.66402,795,47776,104,,,,,,,2024-10-04,202439
202318,2023,18,2022/2023,1,AL,Alabama,1.77523,1.77523,789,44445,104,,,,,,,2024-10-04,202439
202319,2023,19,2022/2023,1,AL,Alabama,1.62275,1.62275,744,45848,104,,,,,,,2024-10-04,202439
202320,2023,20,2022/2023,1,AL,Alabama,1.54993,1.54993,736,47486,104,,,,,,,2024-10-04,202439
202321,2023,21,2022/2023,1,AL,Alabama,1.43912,1.43912,622,43221,103,,,,,,,2024-10-04,202439
202322,2023,22,2022/2023,1,AL,Alabama,1.5171,1.5171,684,45086,105,,,,,,,2024-10-04,202439
202323,2023,23,2022/2023,1,AL,Alabama,1.25688,1.25688,573,45589,105,,,,,,,2024-10-04,202439
202324,2023,24,2022/2023,1,AL,Alabama,1.2226,1.2226,551,45068,104,,,,,,,2024-10-04,202439
202325,2023,25,2022/2023,1,AL,Alabama,0.945887,0.945887,412,43557,100,,,,,,,2024-10-04,202439
202326,2023,26,2022/2023,1,AL,Alabama,0.889341,0.889341,411,46214,103,,,,,,,2024-10-04,202439
202327,2023,27,2022/2023,1,AL,Alabama,0.955751,0.955751,424,44363,103,,,,,,,2024-10-04,202439
202328,2023,28,2022/2023,1,AL,Alabama,1.03954,1.03954,489,47040,104,,,,,,,2024-10-04,202439
202329,2023,29,2022/2023,1,AL,Alabama,0.982428,0.982428,459,46721,105,,,,,,,2024-10-04,202439
202330,2023,30,2022/2023,1,AL,Alabama,1.12971,1.12971,509,45056,103,,,,,,,2024-10-04,202439
202331,2023,31,2022/2023,1,AL,Alabama,1.204,1.204,566,47010,103,,,,,,,2024-10-04,202439
202332,2023,32,2022/2023,1,AL,Alabama,1.54112,1.54112,730,47368,103,,,,,,,2024-10-04,202439
202333,2023,33,2022/2023,1,AL,Alabama,2.0193,2.0193,1059,52444,106,,,,,,,2024-10-04,202439
202334,2023,34,2022/2023,1,AL,Alabama,2.88104,2.88104,1588,55119,105,,,,,,,2024-10-04,202439
202335,2023,35,2022/2023,1,AL,Alabama,2.91864,2.91864,1531,52456,105,,,,,,,2024-10-04,202439
202336,2023,36,2022/2023,1,AL,Alabama,2.66942,2.66942,1342,50273,104,,,,,,,2024-10-04,202439
202337,2023,37,2022/2023,1,AL,Alabama,2.45425,2.45425,1097,44698,104,,,,,,,2024-10-04,202439
202338,2023,38,2022/2023,1,AL,Alabama,2.2965,2.2965,1023,44546,106,,,,,,,2024-10-04,202439
202339,2023,39,2022/2023,1,AL,Alabama,2.27381,2.27381,1006,44243,105,,,,,,,2024-10-04,202439
202340,2023,40,2023/2024,1,AL,Alabama,2.386,2.386,1024,42917,106,,,,,,,2025-09-26,202538
202341,2023,41,2023/2024,1,AL,Alabama,2.46835,2.46835,1045,42336,108,,,,,,,2025-09-26,202538
202342,2023,42,2023/2024,1,AL,Alabama,2.80341,2.80341,1121,39987,101,,,,,,,2025-09-26,202538
202343,2023,43,2023/2024,1,AL,Alabama,3.16711,3.16711,1368,43194,108,,,,,,,2025-09-26,202538
202344,2023,44,2023/2024,1,AL,Alabama,3.65208,3.65208,1517,41538,106,,,,,,,2025-09-26,202538
202345,2023,45,2023/2024,1,AL,Alabama,4.93639,4.93639,2231,45195,107,,,,,,,2025-09-26,202538
202346,2023,46,2023/2024,1,AL,Alabama,5.3301,5.3301,2481,46547,108,,,,,,,2025-09-26,202538
202347,2023,47,2023/2024,1,AL,Alabama,5.14156,5.14156,2043,39735,105,,,,,,,2025-09-26,202538
202348,2023,48,2023/2024,1,AL,Alabama,5.16425,5.16425,2311,44750,106,,,,,,,2025-09-26,202538
202349,2023,49,2023/2024,1,AL,Alabama,6.38144,6.38144,2913,45648,107,,,,,,,2025-09-26,202538
202350,2023,50,2023/2024,1,AL,Alabama,8.49257,8.49257,3951,46523,108,,,,,,,2025-09-26,202538
202351,2023,51,2023/2024,1,AL,Alabama,9.82844,9.82844,4669,47505,107,,,,,,,2025-09-26,202538
202352,2023,52,2023/2024,1,AL,Alabama,10.11,10.11,4568,45183,106,,,,,,,2025-09-26,202538
202401,2024,1,2023/2024,1,AL,Alabama,8.12453,8.12453,3557,43781,106,,,,,,,2025-09-26,202538
202402,2024,2,2023/2024,1,AL,Alabama,6.12764,6.12764,2529,41272,108,,,,,,,2025-09-26,202538
202403,2024,3,2023/2024,1,AL,Alabama,5.30737,5.30737,1908,35950,100,,,,,,,2025-09-26,202538
202404,2024,4,2023/2024,1,AL,Alabama,4.68665,4.68665,1987,42397,107,,,,,,,2025-09-26,202538
202405,2024,5,2023/2024,1,AL,Alabama,4.41066,4.41066,1880,42624,108,,,,,,,2025-09-26,202538
202406,2024,6,2023/2024,1,AL,Alabama,4.69107,4.69107,2072,44169,108,,,,,,,2025-09-26,202538
202407,2024,7,2023/2024,1,AL,Alabama,4.31131,4.31131,1776,41194,107,,,,,,,2025-09-26,202538
202408,2024,8,2023/2024,1,AL,Alabama,3.96771,3.96771,1676,42241,108,,,,,,,2025-09-26,202538
202409,2024,9,2023/2024,1,AL,Alabama,3.7629,3.7629,1568,41670,106,,,,,,,2025-09-26,202538
202410,2024,10,2023/2024,1,AL,Alabama,3.15863,3.15863,1318,41727,108,,,,,,,2025-09-26,202538
202411,2024,11,2023/2024,1,AL,Alabama,2.83432,2.83432,1164,41068,108,,,,,,,2025-09-26,202538
202412,2024,12,2023/2024,1,AL,Alabama,2.784,2.784,1144,41092,108,,,,,,,2025-09-26,202538
202413,2024,13,2023/2024,1,AL,Alabama,2.55541,2.55541,1018,39837,108,,,,,,,2025-09-26,202538
202414,2024,14,2023/2024,1,AL,Alabama,2.50371,2.50371,1047,41818,107,,,,,,,2025-09-26,202538
202415,2024,15,2023/2024,1,AL,Alabama,2.31677,2.31677,948,40919,107,,,,,,,2025-09-26,202538
202416,2024,16,2023/2024,1,AL,Alabama,2.02084,2.02084,861,42606,106,,,,,,,2025-09-26,202538
202417,2024,17,2023/2024,1,AL,Alabama,1.96357,1.96357,830,42270,106,,,,,,,2025-09-26,202538
202418,2024,18,2023/2024,1,AL,Alabama,2.04792,2.04792,871,42531,108,,,,,,,2025-09-26,202538
202419,2024,19,2023/2024,1,AL,Alabama,1.86274,1.86274,770,41337,107,,,,,,,2025-09-26,202538
